Election Year,totalvotes,Home state,Name,Birth Year,Incumbent,Party,candidatevotes,Winner,Age,Age approx,% of the votes
2008,3482445,New Jersey,Frank R. Lautenberg,,,democrat,1951218,TRUE,,,0.560301168
2008,3482445,New Jersey,Dick Zimmer,,,republican,1461025,FALSE,,,0.419540007
2008,823650,New Mexico,Tom Udall,,,democrat,505128,TRUE,,,0.613279913
2008,823650,New Mexico,Steve Pearce,,,republican,318522,FALSE,,,0.386720087
2008,4271970,North Carolina,Kay Hagan,,,democrat,2249311,TRUE,,,0.526527808
2008,4271970,North Carolina,Elizabeth Dole,,,republican,1887510,FALSE,,,0.441835968
2008,1346819,Oklahoma,James M. Inhofe,,,republican,763375,TRUE,,,0.566798508
2008,1346819,Oklahoma,Andrew Rice,,,democrat,527736,FALSE,,,0.391838844
2008,1767504,Oregon,Jeff Merkley,,,democrat,864392,TRUE,,,0.489046701
2008,1767504,Oregon,Gordon H. Smith,,,republican,805159,FALSE,,,0.455534471
2008,438812,Rhode Island,Jack Reed,,,democrat,320644,TRUE,,,0.730709279
2008,438812,Rhode Island,Robert G. Tingle,,,republican,116174,FALSE,,,0.264746634
2008,1871431,South Carolina,Lindsey Graham,,,republican,1076534,TRUE,,,0.575246429
2008,1871431,South Carolina,Bob Conley,,,democrat,790621,FALSE,,,0.422468688
2008,380673,South Dakota,Tim Johnson,,,democrat,237889,TRUE,,,0.624916923
2008,380673,South Dakota,Joel Dykstra,,,republican,142784,FALSE,,,0.375083077
2008,2424585,Tennessee,Lamar Alexander,,,republican,1579477,TRUE,,,0.651442206
2008,2424585,Tennessee,Robert D. Tuke,,,democrat,767236,FALSE,,,0.316440133
2008,7912075,Texas,John Cornyn,,,republican,4337469,TRUE,,,0.548208782
2008,7912075,Texas,"Richard J. ""Rick"" Noriega",,,democrat,3389365,FALSE,,,0.428378775
2008,3643294,Virginia,Mark R. Warner,,,democrat,2369327,TRUE,,,0.650325502
2008,3643294,Virginia,"James S. ""Jim"" Gilmore III",,,republican,1228830,FALSE,,,0.337285435
2008,702308,West Virginia,John D. Rockefeller IV,,,democrat,447560,TRUE,,,0.637270257
2008,702308,West Virginia,Jay Wolfe,,,republican,254629,FALSE,,,0.362560301
2008,250007,Wyoming,Michael B. Enzi,,TRUE,republican,189046,TRUE,,,0.756162827
2008,250007,Wyoming,Chris Rothfuss,,FALSE,democrat,60631,FALSE,,,0.24251721
2008,249619,Wyoming,John Barrasso,,TRUE,republican,183063,TRUE,,,0.733369655
2008,249619,Wyoming,Nick Carter,,FALSE,democrat,66202,FALSE,,,0.265212183
2006,1526782,Arizona,Jon Kyl,,,republican,814398,TRUE,,,0.533408175
2006,1526782,Arizona,Jim Pederson,,,democrat,664141,FALSE,,,0.434993994
2006,8541476,California,Dianne Feinstein,,,democrat,5076289,TRUE,,,0.594310515
2006,8541476,California,"Richard ""Dick"" Mountjoy",,,republican,2990822,FALSE,,,0.350152831
2006,1134777,Connecticut,Joseph I. Lieberman,,,connecticut for lieberman,564095,TRUE,,,0.497097668
2006,1134777,Connecticut,Ned Lamont,,,democrat,450844,FALSE,,,0.397297443
2006,242972,Delaware,Thomas R. Carper,,,democrat,170567,TRUE,,,0.7020027
2006,242972,Delaware,Jan Ting,,,republican,69734,FALSE,,,0.287004264
2006,4793534,Florida,Bill Nelson,,,democrat,2890548,TRUE,,,0.603009804
2006,4793534,Florida,Katherine Harris,,,republican,1826127,FALSE,,,0.380956305
2006,342842,Hawaii,Daniel K. Akaka,,,democrat,210330,TRUE,,,0.613489596
2006,342842,Hawaii,Cynthia Thielen,,,republican,126097,FALSE,,,0.367799161
2006,1341111,Indiana,Richard G. Lugar,,,republican,1171553,TRUE,,,0.873569004
2006,1341111,Indiana,Steve Osborn,,,libertarian,168820,FALSE,,,0.125880706
2006,545128,Maine,Olympia J. Snowe,,,republican,405596,TRUE,,,0.744038097
2006,545128,Maine,Jean M. Hay Bright,,,democrat,113131,FALSE,,,0.207531075
2006,1781139,Maryland,Benjamin L. Cardin,,,democrat,965477,TRUE,,,0.542055954
2006,1781139,Maryland,Michael S. Steele,,,republican,787182,FALSE,,,0.441954278
2006,2243835,Massachusetts,Edward M. Kennedy,,,democrat,1500738,TRUE,,,0.668827253
2006,2243835,Massachusetts,Kenneth G. Chase,,,republican,661532,FALSE,,,0.294822035
2006,3780142,Michigan,Debbie Stabenow,,,democrat,2151278,TRUE,,,0.569099785
2006,3780142,Michigan,Michael Bouchard,,,republican,1559597,FALSE,,,0.4125763
2006,2202772,Minnesota,Amy Klobuchar,,,democratic-farmer-labor,1278849,TRUE,,,0.58056349
2006,2202772,Minnesota,Mark R. Kennedy,,,republican,835653,FALSE,,,0.379364274
2006,610921,Mississippi,Trent Lott,,,republican,388399,TRUE,,,0.635759779
2006,610921,Mississippi,Erik R. Fleming,,,democrat,213000,FALSE,,,0.348653918
2006,2128459,Missouri,Claire McCaskill,,,democrat,1055255,TRUE,,,0.495783569
2006,2128459,Missouri,James M. Talent,,,republican,1006941,FALSE,,,0.473084518
2006,406505,Montana,Jon Tester,,,democrat,199845,TRUE,,,0.491617569
2006,406505,Montana,Conrad Burns,,,republican,196283,FALSE,,,0.482855069
2006,592316,Nebraska,E. Benjamin Nelson,,,democrat,378388,TRUE,,,0.638827923
2006,592316,Nebraska,Pete Ricketts,,,republican,213928,FALSE,,,0.361172077
2006,582572,Nevada,John Ensign,,,republican,322501,TRUE,,,0.55358136
2006,582572,Nevada,Jack Carter,,,democrat,238796,FALSE,,,0.409899549
2006,2250070,New Jersey,Robert Menendez,,,democrat,1200843,TRUE,,,0.533691396
2006,2250070,New Jersey,"Thomas H. Kean, Jr.",,,republican,997775,FALSE,,,0.44344176
2006,558550,New Mexico,Jeff Bingaman,,,democrat,394365,TRUE,,,0.706051383
2006,558550,New Mexico,Allen W. McCulloch,,,republican,163826,FALSE,,,0.293305881
2006,4700632,New York,Hillary Rodham Clinton,,,democrat,2698931,TRUE,,,0.574163432
2006,4700632,New York,John Spencer,,,republican,1212902,FALSE,,,0.258029559
2006,218152,North Dakota,Kent Conrad,,,democrat,150146,TRUE,,,0.688263229
2006,218152,North Dakota,Dwight Grotberg,,,republican,64417,FALSE,,,0.295284939
2006,4019236,Ohio,Sherrod Brown,,,democrat,2257369,TRUE,,,0.561641317
2006,4019236,Ohio,Mike DeWine,,,republican,1761037,FALSE,,,0.438152176
2006,4081043,Pennsylvania,"Bob Casey, Jr.",,,democrat,2392984,FALSE,,,0.586365789
2006,4081043,Pennsylvania,Rick Santorum,,,republican,1684778,TRUE,,,0.41283025
2006,384993,Rhode Island,Sheldon Whitehouse,,,democrat,206043,FALSE,,,0.535186354
2006,384993,Rhode Island,Lincoln Chafee,,,republican,178950,FALSE,,,0.464813646
2006,1833695,Tennessee,Bob Corker,,,republican,929911,TRUE,,,0.50712414
2006,1833695,Tennessee,"Harold E. Ford, Jr.",,,democrat,879976,FALSE,,,0.479892239
2006,4314663,Texas,Kay Bailey Hutchison,,,republican,2661789,TRUE,,,0.616917011
2006,4314663,Texas,Barbara Ann Radnofsky,,,democrat,1555202,FALSE,,,0.360445764
2006,571252,Utah,Orrin G. Hatch,,,republican,356238,TRUE,,,0.623609195
2006,571252,Utah,Pete Ashdown,,,democrat,177459,FALSE,,,0.310649241
2006,262419,Vermont,Bernard Sanders,,,independent,171638,TRUE,,,0.654060872
2006,262419,Vermont,Rich Tarrant,,,republican,84924,FALSE,,,0.32361986
2006,2370445,Virginia,"James H. ""Jim"" Webb, Jr.",,,democrat,1175606,TRUE,,,0.495943167
2006,2370445,Virginia,George Allen,,,republican,1166277,FALSE,,,0.492007619
2006,2083734,Washington,Maria Cantwell,,,democrat,1184659,TRUE,,,0.568526981
2006,2083734,Washington,Mike McGavick,,,republican,832106,FALSE,,,0.39933408
2006,206562,West Virginia,Robert C. Byrd,,,democrat,159154,TRUE,,,0.770490216
2006,206562,West Virginia,John R. Raese,,,republican,47408,FALSE,,,0.229509784
2006,2138297,Wisconsin,Herb Kohl,,,democrat,1439214,TRUE,,,0.673065528
2006,2138297,Wisconsin,Robert Gerald Lorge,,,republican,630299,FALSE,,,0.294766817
2006,196215,Wyoming,Craig Thomas,,,republican,135174,TRUE,,,0.688907576
2006,196215,Wyoming,Dale Groutage,,,democrat,57671,FALSE,,,0.293917387
2004,1839066,Alabama,Richard C. Shelby,1934,TRUE,republican,1242200,TRUE,,,0.675451561
2004,1839066,Alabama,Wayne Sowell,,,democrat,595018,FALSE,,,0.323543581
2004,308315,Alaska,Lisa Murkowski,1957,TRUE,republican,149773,TRUE,,,0.485779154
2004,308315,Alaska,Tony Knowles,,,democrat,140424,FALSE,,,0.45545627
2004,1961677,Arizona,John McCain,1936,TRUE,republican,1505372,TRUE,,,0.76739035
2004,1961677,Arizona,Stuart Starky,,,democrat,404507,FALSE,,,0.206204691
2004,1039349,Arkansas,Blanche L. Lincoln,,,democrat,580973,TRUE,,,0.558977783
2004,1039349,Arkansas,Jim Holt,,,republican,458036,FALSE,,,0.440695089
2004,12053295,California,Barbara Boxer,,,democrat,6955728,TRUE,,,0.577081039
2004,12053295,California,Bill Jones,,,republican,4555922,FALSE,,,0.377981457
2004,2107472,Colorado,Ken Salazar,,,democrat,1081188,TRUE,,,0.513026033
2004,2107472,Colorado,Pete Coors,,,republican,980668,FALSE,,,0.465329077
2004,1424726,Connecticut,Christopher J. Dodd,,,democrat,945347,TRUE,,,0.663528987
2004,1424726,Connecticut,Jack C. Orchulli,,,republican,457749,FALSE,,,0.321289146
2004,7429894,Florida,Mel Martinez,,,republican,3672864,TRUE,,,0.494335989
2004,7429894,Florida,Betty Castor,,,democrat,3590201,FALSE,,,0.483210258
2004,3220981,Georgia,Johnny Isakson,,,republican,1864202,TRUE,,,0.578768394
2004,3220981,Georgia,Denise L. Majette,,,democrat,1287690,FALSE,,,0.39978193
2004,415347,Hawaii,Daniel K. Inouye,,,democrat,313629,TRUE,,,0.755101156
2004,415347,Hawaii,Cam Cavasso,,,republican,87172,FALSE,,,0.209877524
2004,503932,Idaho,Mike Crapo,,,republican,499796,TRUE,,,0.991792543
2004,5141520,Illinois,Barack Obama,,,democrat,3597456,TRUE,,,0.699687252
2004,5141520,Illinois,Alan Keyes,,,republican,1390690,FALSE,,,0.27048227
2004,2428233,Indiana,Evan Bayh,,,democrat,1496976,TRUE,,,0.616487792
2004,2428233,Indiana,Marvin Scott,,,republican,903913,FALSE,,,0.372251345
2004,1479228,Iowa,Charles E. Grassley,,,republican,1038175,TRUE,,,0.701835687
2004,1479228,Iowa,Arthur Small,,,democrat,412365,FALSE,,,0.278770413
2004,1129022,Kansas,Sam Brownback,,,republican,780863,TRUE,,,0.691627798
2004,1129022,Kansas,Lee Jones,,,democrat,310337,FALSE,,,0.274872412
2004,1724362,Kentucky,Jim Bunning,,,republican,873507,TRUE,,,0.506568226
2004,1724362,Kentucky,Daniel Mongiardo,,,democrat,850855,FALSE,,,0.493431774
2004,1848056,Louisiana,David Vitter,,,republican,943014,TRUE,,,0.510273498
2004,1848056,Louisiana,Christopher John,,,democrat,542150,FALSE,,,0.293362322
2004,2321931,Maryland,Barbara A. Mikulski,,,democrat,1504691,TRUE,,,0.64803433
2004,2321931,Maryland,E. J. Pipkin,,,republican,783055,FALSE,,,0.33724301
2004,2706402,Missouri,Christopher S. Bond,,,republican,1518089,TRUE,,,0.560925169
2004,2706402,Missouri,Nancy Farmer,,,democrat,1158261,FALSE,,,0.427970789
2004,810068,Nevada,Harry Reid,,,democrat,494805,TRUE,,,0.610819092
2004,810068,Nevada,Richard Ziser,,,republican,284640,FALSE,,,0.351377909
2004,657086,New Hampshire,Judd Gregg,,,republican,434847,TRUE,,,0.661780954
2004,657086,New Hampshire,Doris R. Haddock,,,democrat,221549,FALSE,,,0.337168955
2004,7447818,New York,Charles E. Schumer,,,democrat,4384907,TRUE,,,0.588750558
2004,7447818,New York,Howard Mills,,,republican,1625069,FALSE,,,0.218193973
2004,3472082,North Carolina,Richard Burr,,,republican,1791450,TRUE,,,0.515958436
2004,3472082,North Carolina,Erskine Bowles,,,democrat,1632527,FALSE,,,0.470186764
2004,310696,North Dakota,Byron L. Dorgan,,,democrat,212143,TRUE,,,0.682799264
2004,310696,North Dakota,Mike Liffrig,,,republican,98553,FALSE,,,0.317200736
2004,5425823,Ohio,George V. Voinovich,,,republican,3464356,TRUE,,,0.638494105
2004,5425823,Ohio,Eric D. Fingerhut,,,democrat,1961171,FALSE,,,0.361451341
2004,1446846,Oklahoma,Tom Coburn,,,republican,763433,TRUE,,,0.527653254
2004,1446846,Oklahoma,Brad Carson,,,democrat,596750,FALSE,,,0.412448872
2004,1780550,Oregon,Ron Wyden,,,democrat,1128728,TRUE,,,0.633920979
2004,1780550,Oregon,Al King,,,republican,565254,FALSE,,,0.317460335
2004,5559105,Pennsylvania,Arlen Specter,,,republican,2925080,TRUE,,,0.526178225
2004,5559105,Pennsylvania,Joseph M. Hoeffel,,,democrat,2334126,FALSE,,,0.419874422
2004,1597221,South Carolina,Jim DeMint,,,republican,857167,TRUE,,,0.536661489
2004,1597221,South Carolina,Inez Tenenbaum,,,democrat,704384,FALSE,,,0.441005972
2004,391188,South Dakota,John Thune,,,republican,197848,TRUE,,,0.505761935
2004,391188,South Dakota,Tom Daschle,,,democrat,193340,FALSE,,,0.494238065
2004,911726,Utah,Robert F. Bennett,,,republican,626640,TRUE,,,0.687311758
2004,911726,Utah,R. Paul Van Dam,,,democrat,258955,FALSE,,,0.284027219
2004,307208,Vermont,Patrick J. Leahy,,,democrat,216972,TRUE,,,0.70627067
2004,307208,Vermont,Jack McMullen,,,republican,75398,FALSE,,,0.245429807
2004,2818651,Washington,Patty Murray,,,democrat,1549708,TRUE,,,0.549804853
2004,2818651,Washington,George R. Nethercutt,,,republican,1204584,FALSE,,,0.427361883
2004,2949743,Wisconsin,Russel D. Feingold,,,democrat,1632697,TRUE,,,0.553504831
2004,2949743,Wisconsin,Tim Michels,,,republican,1301183,FALSE,,,0.441117413
2002,1353023,Alabama,Jeff Sessions,,,republican,792561,TRUE,,,0.58577053
2002,1353023,Alabama,Susan Parker,,,democrat,538878,FALSE,,,0.398277043
2002,229548,Alaska,Ted Stevens,,,republican,179438,TRUE,,,0.781701431
2002,229548,Alaska,Frank Vondersaar,,,democrat,24133,FALSE,,,0.105132696
2002,804121,Arkansas,Mark Pryor,,,democrat,433386,TRUE,,,0.538956202
2002,804121,Arkansas,Tim Hutchinson,,,republican,370735,FALSE,,,0.461043798
2002,1416082,Colorado,Wayne Allard,,,republican,717893,TRUE,,,0.506957224
2002,1416082,Colorado,Tom Strickland,,,democrat,648130,FALSE,,,0.457692422
2002,232314,Delaware,Joseph R. Biden Jr.,,,democrat,135253,TRUE,,,0.582199093
2002,232314,Delaware,Raymond J. Clatworthy,,,republican,94793,FALSE,,,0.408038259
2002,2031604,Georgia,Saxby Chambliss,,,republican,1071352,TRUE,,,0.527342927
2002,2031604,Georgia,Max Cleland,,,democrat,932422,FALSE,,,0.458958537
2002,408544,Idaho,Larry E. Craig,,,republican,266215,TRUE,,,0.65161892
2002,408544,Idaho,Alan Blinken,,,democrat,132975,FALSE,,,0.325485137
2002,3486851,Illinois,Richard J. Durbin,,,democrat,2103766,TRUE,,,0.603342672
2002,3486851,Illinois,Jim Durkin,,,republican,1325703,FALSE,,,0.380200645
2002,1023075,Iowa,Tom Harkin,,,democrat,554278,TRUE,,,0.541776507
2002,1023075,Iowa,Greg Ganske,,,republican,447892,FALSE,,,0.437789996
2002,776850,Kansas,Pat Roberts,,,republican,641075,TRUE,,,0.82522366
2002,1131313,Kentucky,Mitch McConnell,,,republican,731679,TRUE,,,0.646752048
2002,1131313,Kentucky,Lois Combs Weinberg,,,democrat,399634,FALSE,,,0.353247952
2002,2481629,Louisiana,Mary L. Landrieu,,,democrat,638654,TRUE,,,0.257352731
2002,2481629,Louisiana,Suzanne Haik Terrell,,,republican,596642,FALSE,,,0.240423528
2002,504899,Maine,Susan M. Collins,,,republican,295041,TRUE,,,0.584356475
2002,504899,Maine,Chellie Pingree,,,democrat,209858,FALSE,,,0.415643525
2002,2220301,Massachusetts,John F. Kerry,,,democrat,1605976,TRUE,,,0.723314542
2002,2220301,Massachusetts,Michael E. Cloud,,,libertarian,369807,FALSE,,,0.166557147
2002,3129287,Michigan,Carl Levin,,,democrat,1896614,TRUE,,,0.606085028
2002,3129287,Michigan,Andrew Raczkowski,,,republican,1185545,FALSE,,,0.378854672
2002,2254639,Minnesota,Norm Coleman,,,republican,1116697,TRUE,,,0.495288603
2002,2254639,Minnesota,Walter F. Mondale,,,democrat,1067246,FALSE,,,0.473355601
2002,630495,Mississippi,Thad Cochran,,,republican,533269,TRUE,,,0.845794178
2002,630495,Mississippi,Shawn O'Hara,,,reform,97226,FALSE,,,0.154205822
2002,1877620,Missouri,Jim Talent,,,republican,935032,TRUE,,,0.497987878
2002,1877620,Missouri,Jean Carnahan,,,democrat,913778,FALSE,,,0.486668229
2002,326537,Montana,Max Baucus,,,democrat,204853,TRUE,,,0.62735004
2002,326537,Montana,Mike Taylor,,,republican,103611,FALSE,,,0.31730248
2002,480217,Nebraska,Chuck Hagel,,,republican,397438,TRUE,,,0.827621679
2002,480217,Nebraska,Charlie A. Matulka,,,democrat,70290,FALSE,,,0.146371328
2002,447135,New Hampshire,John E. Sununu,,,republican,227229,TRUE,,,0.508188802
2002,447135,New Hampshire,Jeanne Shaheen,,,democrat,207478,FALSE,,,0.46401646
2002,2112604,New Jersey,Frank R. Lautenberg,,,democrat,1138193,TRUE,,,0.538763062
2002,2112604,New Jersey,Douglas R. Forrester,,,republican,928439,FALSE,,,0.439476116
2002,483056,New Mexico,Pete V. Domenici,,,republican,314193,TRUE,,,0.650427694
2002,483056,New Mexico,Gloria Tristani,,,democrat,168863,FALSE,,,0.349572306
2002,2331181,North Carolina,Elizabeth H. Dole,,,republican,1248664,TRUE,,,0.5356358
2002,2331181,North Carolina,Erskine B. Bowles,,,democrat,1047983,FALSE,,,0.449550249
2002,1018424,Oklahoma,James M. Inhofe,,,republican,583579,TRUE,,,0.573021649
2002,1018424,Oklahoma,David Walters,,,democrat,369789,FALSE,,,0.363099259
2002,1267221,Oregon,Gordon Smith,,,republican,712287,TRUE,,,0.562085856
2002,1267221,Oregon,Bill Bradbury,,,democrat,501898,FALSE,,,0.396061934
2002,323582,Rhode Island,Jack Reed,,,democrat,253774,TRUE,,,0.784264885
2002,323582,Rhode Island,Robert G. Tingle,,,republican,69808,FALSE,,,0.215735115
2002,1102912,South Carolina,Lindsey O. Graham,,,republican,600010,TRUE,,,0.544023458
2002,1102912,South Carolina,Alex Sanders,,,democrat,487359,FALSE,,,0.441883849
2002,337501,South Dakota,Tim Johnson,,,democrat,167481,TRUE,,,0.49623853
2002,337501,South Dakota,John Thune,,,republican,166949,FALSE,,,0.494662238
2002,1642432,Tennessee,Lamar Alexander,,,republican,891498,TRUE,,,0.542791422
2002,1642432,Tennessee,Bob Clement,,,democrat,728232,FALSE,,,0.443386393
2002,4514012,Texas,John Cornyn,,,republican,2496243,TRUE,,,0.552998751
2002,4514012,Texas,Ron Kirk,,,democrat,1955758,FALSE,,,0.433263802
2002,1489422,Virginia,John W. Warner,,,republican,1229894,TRUE,,,0.82575254
2002,1489422,Virginia,Nancy B. Spannaus,,,independent,145102,FALSE,,,0.097421684
2002,436183,West Virginia,John D. Rockefeller IV,,,democrat,275281,TRUE,,,0.631113546
2002,436183,West Virginia,Jay Wolfe,,,republican,160902,FALSE,,,0.368886454
2002,183280,Wyoming,Michael B. Enzi,,,republican,133710,TRUE,,,0.729539502
2002,183280,Wyoming,Joyce Jansa Corcoran,,,democrat,49570,FALSE,,,0.270460498
2000,1397076,Arizona,Jon Kyl,,,republican,1108196,TRUE,,,0.793225279
2000,1397076,Arizona,William Toel,,,independent,109230,FALSE,,,0.078184723
2000,10623608,California,Dianne Feinstein,,,democrat,5932522,TRUE,,,0.558428172
2000,10623608,California,Tom Campbell,,,republican,3886853,FALSE,,,0.365869392
2000,1311261,Connecticut,Joseph I. Lieberman,,,democrat,828902,TRUE,,,0.632141122
2000,1311261,Connecticut,Phil Giordano,,,republican,448077,FALSE,,,0.341714579
2000,326993,Delaware,Thomas R. Carper,,,democrat,181566,TRUE,,,0.555259593
2000,326993,Delaware,"William V. Roth, Jr.",,,republican,142891,FALSE,,,0.43698489
2000,5856731,Florida,Bill Nelson,,,democrat,2989487,TRUE,,,0.510436112
2000,5856731,Florida,Bill McCollum,,,republican,2705348,FALSE,,,0.461921164
2000,2415743,Georgia,Zell Miller,,,democrat (not identified on ballot),1413224,TRUE,,,0.585005938
2000,2415743,Georgia,Mack F. Mattingly,,,republican (not identified on ballot),920478,FALSE,,,0.381033082
2000,345623,Hawaii,Daniel K. Akaka,,,democrat,251215,TRUE,,,0.726846882
2000,345623,Hawaii,John Carroll,,,republican,84701,FALSE,,,0.245067603
2000,2145209,Indiana,Richard G. Lugar,,,republican,1427944,TRUE,,,0.665643301
2000,2145209,Indiana,David L. Johnson,,,democrat,683273,FALSE,,,0.318511157
2000,634872,Maine,Olympia J. Snowe,,,republican,437689,TRUE,,,0.689412984
2000,634872,Maine,Mark W. Lawrence,,,democrat,197183,FALSE,,,0.310587016
2000,1946898,Maryland,Paul S. Sarbanes,,,democrat,1230013,TRUE,,,0.631780915
2000,1946898,Maryland,Paul H. Rappaport,,,republican,715178,FALSE,,,0.367342306
2000,2734048,Massachusetts,Edward M. Kennedy,,,democrat,1889494,TRUE,,,0.691097596
2000,2734048,Massachusetts,Jack E. Robinson III,,,republican,334341,FALSE,,,0.122287904
2000,4167685,Michigan,Debbie Stabenow,,,democrat,2061952,TRUE,,,0.494747564
2000,4167685,Michigan,Spencer Abraham,,,republican,1994693,FALSE,,,0.478609348
2000,2419520,Minnesota,Mark Dayton,,,democratic-farmer-labor,1181553,TRUE,,,0.488341903
2000,2419520,Minnesota,Rod Grams,,,republican,1047474,FALSE,,,0.432926366
2000,994144,Mississippi,Trent Lott,,,republican,654941,TRUE,,,0.658798927
2000,994144,Mississippi,"Troy D. Brown, Sr.",,,democrat,314090,FALSE,,,0.315940145
2000,2361586,Missouri,Mel Carnahan,,,democrat,1191812,TRUE,,,0.504665932
2000,2361586,Missouri,John Ashcroft,,,republican,1142852,FALSE,,,0.483934102
2000,411601,Montana,Conrad Burns,,,republican,208082,TRUE,,,0.505542989
2000,411601,Montana,Brian Schweitzer,,,democrat,194430,FALSE,,,0.472374946
2000,692350,Nebraska,Ben Nelson,,,democrat,353093,TRUE,,,0.509992056
2000,692350,Nebraska,Don Stenberg,,,republican,337977,FALSE,,,0.488159168
2000,600776,Nevada,John Ensign,,,republican,330687,TRUE,,,0.550433107
2000,600776,Nevada,Ed Bernstein,,,democrat,238260,FALSE,,,0.396587081
2000,3015662,New Jersey,Jon S. Corzine,,,democrat,1511237,TRUE,,,0.501129437
2000,3015662,New Jersey,Bob Franks,,,republican,1420267,FALSE,,,0.470963589
2000,589526,New Mexico,Jeff Bingaman,,,democrat,363744,TRUE,,,0.617010955
2000,589526,New Mexico,Bill Redmond,,,republican,225517,FALSE,,,0.382539532
2000,6959662,New York,Hillary Rodham Clinton,,,democrat,3562415,TRUE,,,0.511866093
2000,6959662,New York,Rick Lazio,,,republican,2724589,FALSE,,,0.391482948
2000,287539,North Dakota,Kent Conrad,,,democrat,176470,TRUE,,,0.613725442
2000,287539,North Dakota,Duane Sand,,,republican,111069,FALSE,,,0.386274558
2000,4448801,Ohio,Mike DeWine,,,republican,2665512,TRUE,,,0.599152895
2000,4448801,Ohio,Ted Celeste,,,democrat,1595066,FALSE,,,0.358538402
2000,4735116,Pennsylvania,Rick Santorum,,,republican,2481962,TRUE,,,0.52416076
2000,4735116,Pennsylvania,Ron Klink,,,democrat,2154908,FALSE,,,0.455090857
2000,391353,Rhode Island,Lincoln D. Chafee,,,republican,222588,TRUE,,,0.568765284
2000,391353,Rhode Island,Robert A. Weygand,,,democrat,161023,FALSE,,,0.411452065
2000,1928613,Tennessee,Bill Frist,,,republican,1255444,TRUE,,,0.650956931
2000,1928613,Tennessee,Jeff Clark,,,democrat,621152,FALSE,,,0.322071872
2000,6267964,Texas,Kay Bailey Hutchison,,,republican,4078954,TRUE,,,0.650762193
2000,6267964,Texas,Gene Kelly,,,democrat,2025024,FALSE,,,0.323075244
2000,769704,Utah,Orrin G. Hatch,,,republican,504803,TRUE,,,0.655840427
2000,769704,Utah,Scott N. Howell,,,democrat,242569,FALSE,,,0.315145822
2000,288500,Vermont,James M. Jeffords,,,republican,189133,TRUE,,,0.655573657
2000,288500,Vermont,Ed Flanagan,,,democrat,73352,FALSE,,,0.254253033
2000,2718301,Virginia,George F. Allen,,,republican,1420460,TRUE,,,0.522554346
2000,2718301,Virginia,Charles S. Robb,,,democrat,1296093,FALSE,,,0.476802606
2000,2461379,Washington,Maria Cantwell,,,democrat,1199437,TRUE,,,0.487302849
2000,2461379,Washington,Slade Gorton,,,republican,1197208,FALSE,,,0.486397259
2000,603477,West Virginia,Robert C. Byrd,,,democrat,469215,TRUE,,,0.777519276
2000,603477,West Virginia,David T. Gallaher,,,republican,121635,FALSE,,,0.201556977
2000,2540083,Wisconsin,Herb Kohl,,,democrat,1563238,TRUE,,,0.615427921
2000,2540083,Wisconsin,John Gillespie,,,republican,940744,FALSE,,,0.370359551
2000,213659,Wyoming,Craig Thomas,,,republican,157622,TRUE,,,0.737726939
2000,213659,Wyoming,Mel Logan,,,democrat,47087,FALSE,,,0.220383883
1998,1293405,Alabama,Richard C. Shelby,1934,TRUE,republican,817973,TRUE,,,0.632418307
1998,1293405,Alabama,Clayton Suddith,,,democrat,474568,FALSE,,,0.366913689
1998,221807,Alaska,Frank H. Murkowski,,,republican,165227,TRUE,,,0.744913371
1998,221807,Alaska,"Joseph A. ""Joe"" Sonneman",,,democrat,43743,FALSE,,,0.197211991
1998,1013280,Arizona,John McCain,1936,TRUE,republican,696577,TRUE,,,0.687447695
1998,1013280,Arizona,Ed Ranger,,,democrat,275224,FALSE,,,0.271616927
1998,700831,Arkansas,Blanche Lambert Lincoln,,,democrat,385878,TRUE,,,0.550600644
1998,700831,Arkansas,Fay Boozman,,,republican,295870,FALSE,,,0.422170252
1998,8311905,California,Barbara Boxer,,,democrat,4410056,TRUE,,,0.53057103
1998,8311905,California,Matt Fong,,,republican,3575078,FALSE,,,0.430115359
1998,1327235,Colorado,Ben Nighthorse Campbell,,,republican,829370,TRUE,,,0.62488557
1998,1327235,Colorado,Dottie Lamm,,,democrat,464754,FALSE,,,0.350167077
1998,964457,Connecticut,Christopher J. Dodd,,,democrat,628306,TRUE,,,0.651460874
1998,964457,Connecticut,Gary Franks,,,republican,312177,FALSE,,,0.323681616
1998,3900162,Florida,Bob Graham,,,democrat,2436407,TRUE,,,0.624693795
1998,3900162,Florida,Charlie Crist,,,republican,1463755,FALSE,,,0.375306205
1998,1753953,Georgia,Paul Coverdell,,,republican,918540,TRUE,,,0.523697043
1998,1753953,Georgia,Michael J. Coles,,,democrat,791904,FALSE,,,0.451496705
1998,398124,Hawaii,Daniel K. Inouye,,,democrat,315252,TRUE,,,0.791843747
1998,398124,Hawaii,Crystal Young,,,republican,70964,FALSE,,,0.178245974
1998,378174,Idaho,Mike Crapo,,,republican,262966,TRUE,,,0.695357164
1998,378174,Idaho,Bill Mauk,,,democrat,107375,FALSE,,,0.283930149
1998,3394521,Illinois,Peter G. Fitzgerald,,,republican,1709041,TRUE,,,0.503470445
1998,3394521,Illinois,Carol Moseley-Braun,,,democrat,1610496,FALSE,,,0.47443984
1998,1588617,Indiana,Evan Bayh,,,democrat,1012244,TRUE,,,0.637185678
